,title,link,link_alternative,link_icon,summary,ondemand,generationdate,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,illuminationazimuthangle,illuminationzenithangle,vegetationpercentage,notvegetatedpercentage,waterpercentage,unclassifiedpercentage,mediumprobacloudspercentage,highprobacloudspercentage,snowicepercentage,cloudcoverpercentage,level1cpdiidentifier,gmlfootprint,footprint,format,processingbaseline,platformname,filename,instrumentname,instrumentshortname,size,s2datatakeid,producttype,platformidentifier,orbitdirection,platformserialidentifier,processinglevel,datastripidentifier,granuleidentifier,identifier,uuid
d15c329d-6edf-4c5f-aa40-0af63eaf5a9e,S2B_MSIL2A_20220818T081609_N0400_R121_T38VNN_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('d15c329d-6edf-4c5f-aa40-0af63eaf5a9e')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('d15c329d-6edf-4c5f-aa40-0af63eaf5a9e')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('d15c329d-6edf-4c5f-aa40-0af63eaf5a9e')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 179.47 MB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:41:06.058,28461,121,167.973172314909,48.2571119876309,77.503192,2.348247,1.336511,0.460835,5.656939,5.810882,0.000347,11.784499,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T38VNN_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>61.03327751712479,47.032547823664274 61.03812660155168,47.003738480535915 61.03934190141957,47.00461477643319 61.039517227594985,47.00352992324111 61.03985750562329,47.00377492277672 61.10463370846287,46.60452150308039 61.1034625847219,46.60369302148508 61.14458817623257,46.33064518122351 61.17209219141662,46.148954202603775 61.173080310705714,46.14964015075399 61.17343260250469,46.14722505769639 61.1734636464242,46.147246572742425 61.23411853677042,45.73483964461556 61.23309389994888,45.73414423158353 61.29496289629248,45.26859956765953 61.29598033353956,45.261014958805184 61.29755814638237,45.26206417652113 61.3317404356708,44.99962631284676 61.33444248352088,44.999626281785666 61.3189679926671,47.050564023665395 61.03327751712479,47.032547823664274</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((47.032547823664274 61.03327751712479, 47.050564023665395 61.3189679926671, 44.999626281785666 61.33444248352088, 44.99962631284676 61.3317404356708, 45.26206417652113 61.29755814638237, 45.261014958805184 61.29598033353956, 45.26859956765953 61.29496289629248, 45.73414423158353 61.23309389994888, 45.73483964461556 61.23411853677042, 46.147246572742425 61.1734636464242, 46.14722505769639 61.17343260250469, 46.14964015075399 61.173080310705714, 46.148954202603775 61.17209219141662, 46.33064518122351 61.14458817623257, 46.60369302148508 61.1034625847219, 46.60452150308039 61.10463370846287, 47.00377492277672 61.03985750562329, 47.00352992324111 61.039517227594985, 47.00461477643319 61.03934190141957, 47.003738480535915 61.03812660155168, 47.032547823664274 61.03327751712479)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T38VNN_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,179.47 MB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T38VNN_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T38VNN_20220818T091746,d15c329d-6edf-4c5f-aa40-0af63eaf5a9e
7ce872e0-607f-49fd-be99-2fa0e4975983,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPS_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('7ce872e0-607f-49fd-be99-2fa0e4975983')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('7ce872e0-607f-49fd-be99-2fa0e4975983')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('7ce872e0-607f-49fd-be99-2fa0e4975983')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.04 GB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:40:59.138,28461,121,170.982342082788,51.5888969401074,88.94136,1.442183,0.414967,0.321001,2.5623,2.295481,0.0,4.863365,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T38WPS_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>64.53268887083325,47.085247957325365 64.62061180494558,47.15510914102792 64.76259850772034,47.268707827110255 64.9032378377376,47.38237344868469 64.85823628227867,49.428378918663924 63.87577717070686,49.27279886647158 63.92450258203565,47.039245434625556 64.53268887083325,47.085247957325365</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((49.27279886647158 63.87577717070686, 49.428378918663924 64.85823628227867, 47.38237344868469 64.9032378377376, 47.268707827110255 64.76259850772034, 47.15510914102792 64.62061180494558, 47.085247957325365 64.53268887083325, 47.039245434625556 63.92450258203565, 49.27279886647158 63.87577717070686)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPS_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,1.04 GB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T38WPS_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPS_20220818T091746,7ce872e0-607f-49fd-be99-2fa0e4975983
17a9ecbc-9f96-43b3-b521-89cae4399464,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPT_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('17a9ecbc-9f96-43b3-b521-89cae4399464')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('17a9ecbc-9f96-43b3-b521-89cae4399464')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('17a9ecbc-9f96-43b3-b521-89cae4399464')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 887.38 MB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:40:28.438,28461,121,171.15064162221,52.4707994636593,95.418257,0.682949,0.29887299999999994,0.151279,0.957198,0.844112,0.0,1.8076,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T38WPT_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>64.81692805831744,47.31261732339214 64.90444321418701,47.38334764177375 65.04623544377546,47.498913069128015 65.18791314212383,47.61590807190022 65.32946955154392,47.7341719423564 65.47103824349786,47.85318028466734 65.61256211509325,47.97350574191445 65.75402601571231,48.09534351698948 65.78520755894738,48.122493467956424 65.7528861633442,49.58149323872705 64.77074135158136,49.414010790517366 64.81692805831744,47.31261732339214</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((49.414010790517366 64.77074135158136, 49.58149323872705 65.7528861633442, 48.122493467956424 65.78520755894738, 48.09534351698948 65.75402601571231, 47.97350574191445 65.61256211509325, 47.85318028466734 65.47103824349786, 47.7341719423564 65.32946955154392, 47.61590807190022 65.18791314212383, 47.498913069128015 65.04623544377546, 47.38334764177375 64.90444321418701, 47.31261732339214 64.81692805831744, 49.414010790517366 64.77074135158136)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPT_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,887.38 MB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T38WPT_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPT_20220818T091746,17a9ecbc-9f96-43b3-b521-89cae4399464
ba30e386-2338-426b-93c1-7492a8768aa1,S2B_MSIL2A_20220818T081609_N0400_R121_T39VVL_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('ba30e386-2338-426b-93c1-7492a8768aa1')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('ba30e386-2338-426b-93c1-7492a8768aa1')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('ba30e386-2338-426b-93c1-7492a8768aa1')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.04 GB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:40:21.803,28461,121,173.282935609697,50.6172331861612,76.479667,1.219429,0.118998,0.292149,3.130059,1.696574,0.0,17.350918,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T39VVL_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>64.01273971025269,48.95350152328005 64.02701663648664,51.199734465434084 63.04161051899223,51.19296016194211 63.02793322568484,49.02285616572009 64.01273971025269,48.95350152328005</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((49.02285616572009 63.02793322568484, 51.19296016194211 63.04161051899223, 51.199734465434084 64.02701663648664, 48.95350152328005 64.01273971025269, 49.02285616572009 63.02793322568484)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T39VVL_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,1.04 GB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T39VVL_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T39VVL_20220818T091746,ba30e386-2338-426b-93c1-7492a8768aa1
25258f34-8305-4cea-a36e-0f30f90d87b9,S2B_MSIL2A_20220818T081609_N0400_R121_T39VVK_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('25258f34-8305-4cea-a36e-0f30f90d87b9')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('25258f34-8305-4cea-a36e-0f30f90d87b9')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('25258f34-8305-4cea-a36e-0f30f90d87b9')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.02 GB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:40:07.662,28461,121,173.30439432413,49.7212889680685,89.233392,0.390115,0.350404,0.038354,0.510022,0.118789,0.0,9.545337,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T39VVK_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>63.11565818731508,49.016893407507126 63.12938723905255,51.19354255967147 62.14385495811772,51.1872238638903 62.13068971471457,49.08158830942857 63.11565818731508,49.016893407507126</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((49.08158830942857 62.13068971471457, 51.1872238638903 62.14385495811772, 51.19354255967147 63.12938723905255, 49.016893407507126 63.11565818731508, 49.08158830942857 62.13068971471457)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T39VVK_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,1.02 GB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T39VVK_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T39VVK_20220818T091746,25258f34-8305-4cea-a36e-0f30f90d87b9
48a838d4-d7ea-46c9-9cbb-8c9f7f8896d0,S2B_MSIL2A_20220818T081609_N0400_R121_T38VNR_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('48a838d4-d7ea-46c9-9cbb-8c9f7f8896d0')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('48a838d4-d7ea-46c9-9cbb-8c9f7f8896d0')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('48a838d4-d7ea-46c9-9cbb-8c9f7f8896d0')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 466.19 MB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:39:36.616,28461,121,168.324874911014,50.8973698150452,84.11057,0.802935,0.130285,0.384226,4.206236,3.608791,0.0,7.815324999999999,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T38VNR_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>63.03442302956629,45.95473126765639 63.05441440054784,45.96902594683264 63.19709438863611,46.07182375519679 63.33973217463952,46.175490148755365 63.48229858609214,46.28010019359859 63.6247826719814,46.385569167672536 63.767203930519536,46.492253917975326 63.90968035699211,46.59970995371512 64.01417257329776,46.67942922315623 64.0097975893708,47.245571461402704 63.025114602815776,47.16948289649414 63.03442302956629,45.95473126765639</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((47.16948289649414 63.025114602815776, 47.245571461402704 64.0097975893708, 46.67942922315623 64.01417257329776, 46.59970995371512 63.90968035699211, 46.492253917975326 63.767203930519536, 46.385569167672536 63.6247826719814, 46.28010019359859 63.48229858609214, 46.175490148755365 63.33973217463952, 46.07182375519679 63.19709438863611, 45.96902594683264 63.05441440054784, 45.95473126765639 63.03442302956629, 47.16948289649414 63.025114602815776)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T38VNR_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,466.19 MB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T38VNR_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T38VNR_20220818T091746,48a838d4-d7ea-46c9-9cbb-8c9f7f8896d0
ef5c6ea1-cf54-443f-8962-2f5dd4e0818f,S2B_MSIL2A_20220818T081609_N0400_R121_T39WVP_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('ef5c6ea1-cf54-443f-8962-2f5dd4e0818f')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('ef5c6ea1-cf54-443f-8962-2f5dd4e0818f')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('ef5c6ea1-cf54-443f-8962-2f5dd4e0818f')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.04 GB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:38:25.664,28461,121,173.19570107524,53.3034465840133,96.874547,0.196713,0.638544,0.00020799999999999996,3.7e-05,0.0,0.0,2.289994,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T39WVP_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>66.48957904629387,48.751629068951644 66.60063738495302,48.85359420268877 66.70395170601391,48.948784755695115 66.7187050199439,51.221287029316144 65.73365931200654,51.212824693801835 65.71823696952207,48.81950208397462 66.48957904629387,48.751629068951644</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((48.81950208397462 65.71823696952207, 51.212824693801835 65.73365931200654, 51.221287029316144 66.7187050199439, 48.948784755695115 66.70395170601391, 48.85359420268877 66.60063738495302, 48.751629068951644 66.48957904629387, 48.81950208397462 65.71823696952207)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T39WVP_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,1.04 GB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T39WVP_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T39WVP_20220818T091746,ef5c6ea1-cf54-443f-8962-2f5dd4e0818f
c1715c5c-7973-4143-9323-1d90c72c5c6d,S2B_MSIL2A_20220818T081609_N0400_R121_T39WWM_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('c1715c5c-7973-4143-9323-1d90c72c5c6d')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('c1715c5c-7973-4143-9323-1d90c72c5c6d')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('c1715c5c-7973-4143-9323-1d90c72c5c6d')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.02 GB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:35:42.267,28461,121,175.815300160889,51.4265090690661,86.725616,0.631893,0.021787,0.425031,1.686976,1.21462,0.0,10.804917,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T39WWM_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>64.06654163851822,53.25054564868605 64.05714557873581,53.24078545920008 63.92261032942684,53.10254297682822 63.93884929376403,50.999591995227696 64.92413839680349,50.99957708077714 64.90607241707536,53.320248382836446 64.06654163851822,53.25054564868605</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((53.10254297682822 63.92261032942684, 53.24078545920008 64.05714557873581, 53.25054564868605 64.06654163851822, 53.320248382836446 64.90607241707536, 50.99957708077714 64.92413839680349, 50.999591995227696 63.93884929376403, 53.10254297682822 63.92261032942684)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T39WWM_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,1.02 GB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T39WWM_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T39WWM_20220818T091746,c1715c5c-7973-4143-9323-1d90c72c5c6d
66749b25-ef6e-4ce0-bce0-18fc3d1756af,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPU_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('66749b25-ef6e-4ce0-bce0-18fc3d1756af')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('66749b25-ef6e-4ce0-bce0-18fc3d1756af')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('66749b25-ef6e-4ce0-bce0-18fc3d1756af')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 567.05 MB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:35:13.719,28461,121,171.323114072986,53.3525412456863,98.485082,0.250191,1.260834,0.000759,0.002582,0.000552,0.0,0.003134,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T38WPU_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>65.69902605884398,48.047974030182345 65.75402601571231,48.09534351698948 65.8954042479993,48.21844236573626 66.03667697444158,48.343010818069295 66.17781900979244,48.468993101487605 66.31885869584059,48.596219687439046 66.4598173290196,48.72430417359704 66.60063738495302,48.85359420268877 66.66581479043182,48.913646605950355 66.64723134888527,49.746749091723096 65.66542003411917,49.566007575968584 65.69902605884398,48.047974030182345</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((49.566007575968584 65.66542003411917, 49.746749091723096 66.64723134888527, 48.913646605950355 66.66581479043182, 48.85359420268877 66.60063738495302, 48.72430417359704 66.4598173290196, 48.596219687439046 66.31885869584059, 48.468993101487605 66.17781900979244, 48.343010818069295 66.03667697444158, 48.21844236573626 65.8954042479993, 48.09534351698948 65.75402601571231, 48.047974030182345 65.69902605884398, 49.566007575968584 65.66542003411917)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPU_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,567.05 MB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T38WPU_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T38WPU_20220818T091746,66749b25-ef6e-4ce0-bce0-18fc3d1756af
70cfa0ae-fe32-420c-b817-f9e88aa821dd,S2B_MSIL2A_20220818T081609_N0400_R121_T39WWQ_20220818T091746,https://scihub.copernicus.eu/dhus/odata/v1/Products('70cfa0ae-fe32-420c-b817-f9e88aa821dd')/$value,https://scihub.copernicus.eu/dhus/odata/v1/Products('70cfa0ae-fe32-420c-b817-f9e88aa821dd')/,https://scihub.copernicus.eu/dhus/odata/v1/Products('70cfa0ae-fe32-420c-b817-f9e88aa821dd')/Products('Quicklook')/$value,"Date: 2022-08-18T08:16:09.024Z, Instrument: MSI, Satellite: Sentinel-2, Size: 1.06 GB",false,2022-08-18 09:17:46,2022-08-18 08:16:09.024,2022-08-18 08:16:09.024,2022-08-18 12:35:05.682,28461,121,175.901534524709,54.1118024074939,84.26767,2.668963,5.257721,0.011589,0.179724,0.046788,0.0,7.790848,S2B_OPER_MSI_L1C_TL_2BPS_20220818T084039_A028461_T39WWQ_N04.00,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>67.61552706039238,50.99952938411461 67.5950132432144,53.58158896294283 66.61103109983455,53.478743039530606 66.63058750191155,50.99954815651622 67.61552706039238,50.99952938411461</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>","MULTIPOLYGON (((53.478743039530606 66.61103109983455, 53.58158896294283 67.5950132432144, 50.99952938411461 67.61552706039238, 50.99954815651622 66.63058750191155, 53.478743039530606 66.61103109983455)))",SAFE,04.00,Sentinel-2,S2B_MSIL2A_20220818T081609_N0400_R121_T39WWQ_20220818T091746.SAFE,Multi-Spectral Instrument,MSI,1.06 GB,GS2B_20220818T081609_028461_N04.00,S2MSI2A,2017-013A,DESCENDING,Sentinel-2B,Level-2A,S2B_OPER_MSI_L2A_DS_2BPS_20220818T091746_S20220818T081605_N04.00,S2B_OPER_MSI_L2A_TL_2BPS_20220818T091746_A028461_T39WWQ_N04.00,S2B_MSIL2A_20220818T081609_N0400_R121_T39WWQ_20220818T091746,70cfa0ae-fe32-420c-b817-f9e88aa821dd
